Temperature - (Celsius), Year, Statistics, Country, ISO3
1.39097, 1961, Jan Average, Afghanistan, AFG
0.90369, 1961, Feb Average, Afghanistan, AFG
8.00043, 1961, Mar Average, Afghanistan, AFG
12.3588, 1961, Apr Average, Afghanistan, AFG
19.2618, 1961, May Average, Afghanistan, AFG
22.7845, 1961, Jun Average, Afghanistan, AFG
25.5794, 1961, Jul Average, Afghanistan, AFG
23.7778, 1961, Aug Average, Afghanistan, AFG
20.5201, 1961, Sep Average, Afghanistan, AFG
11.7826, 1961, Oct Average, Afghanistan, AFG
6.17419, 1961, Nov Average, Afghanistan, AFG
3.08765, 1961, Dec Average, Afghanistan, AFG
0.2178, 1962, Jan Average, Afghanistan, AFG
4.86073, 1962, Feb Average, Afghanistan, AFG
9.21193, 1962, Mar Average, Afghanistan, AFG
13.1595, 1962, Apr Average, Afghanistan, AFG
17.8021, 1962, May Average, Afghanistan, AFG
22.026, 1962, Jun Average, Afghanistan, AFG
25.1854, 1962, Jul Average, Afghanistan, AFG
23.305, 1962, Aug Average, Afghanistan, AFG
17.3479, 1962, Sep Average, Afghanistan, AFG
12.0959, 1962, Oct Average, Afghanistan, AFG
4.31819, 1962, Nov Average, Afghanistan, AFG
1.7511, 1962, Dec Average, Afghanistan, AFG
2.56103, 1963, Jan Average, Afghanistan, AFG
6.13385, 1963, Feb Average, Afghanistan, AFG
7.92977, 1963, Mar Average, Afghanistan, AFG
13.9198, 1963, Apr Average, Afghanistan, AFG
17.1359, 1963, May Average, Afghanistan, AFG
23.9893, 1963, Jun Average, Afghanistan, AFG
25.2344, 1963, Jul Average, Afghanistan, AFG
23.5669, 1963, Aug Average, Afghanistan, AFG
19.0576, 1963, Sep Average, Afghanistan, AFG
14.6614, 1963, Oct Average, Afghanistan, AFG
7.13441, 1963, Nov Average, Afghanistan, AFG
1.89387, 1963, Dec Average, Afghanistan, AFG
-4.1752, 1964, Jan Average, Afghanistan, AFG
2.35688, 1964, Feb Average, Afghanistan, AFG
9.31992, 1964, Mar Average, Afghanistan, AFG
12.6143, 1964, Apr Average, Afghanistan, AFG
17.8062, 1964, May Average, Afghanistan, AFG
22.3411, 1964, Jun Average, Afghanistan, AFG
24.9046, 1964, Jul Average, Afghanistan, AFG
24.2136, 1964, Aug Average, Afghanistan, AFG
18.7699, 1964, Sep Average, Afghanistan, AFG
10.272, 1964, Oct Average, Afghanistan, AFG
5.96833, 1964, Nov Average, Afghanistan, AFG
-1.2292, 1964, Dec Average, Afghanistan, AFG
1.63985, 1965, Jan Average, Afghanistan, AFG
2.47048, 1965, Feb Average, Afghanistan, AFG
7.0145, 1965, Mar Average, Afghanistan, AFG
11.3304, 1965, Apr Average, Afghanistan, AFG
17.6977, 1965, May Average, Afghanistan, AFG
22.2347, 1965, Jun Average, Afghanistan, AFG
25.015, 1965, Jul Average, Afghanistan, AFG
22.7714, 1965, Aug Average, Afghanistan, AFG
18.253, 1965, Sep Average, Afghanistan, AFG
15.0494, 1965, Oct Average, Afghanistan, AFG
8.53311, 1965, Nov Average, Afghanistan, AFG
1.75895, 1965, Dec Average, Afghanistan, AFG
3.86838, 1966, Jan Average, Afghanistan, AFG
6.16489, 1966, Feb Average, Afghanistan, AFG
7.70107, 1966, Mar Average, Afghanistan, AFG
12.1127, 1966, Apr Average, Afghanistan, AFG
17.6204, 1966, May Average, Afghanistan, AFG
24.0696, 1966, Jun Average, Afghanistan, AFG
24.5635, 1966, Jul Average, Afghanistan, AFG
23.668, 1966, Aug Average, Afghanistan, AFG
18.628, 1966, Sep Average, Afghanistan, AFG
12.5213, 1966, Oct Average, Afghanistan, AFG
4.45945, 1966, Nov Average, Afghanistan, AFG
2.01452, 1966, Dec Average, Afghanistan, AFG
-0.9853, 1967, Jan Average, Afghanistan, AFG
2.94731, 1967, Feb Average, Afghanistan, AFG
7.11538, 1967, Mar Average, Afghanistan, AFG
11.9819, 1967, Apr Average, Afghanistan, AFG
16.5862, 1967, May Average, Afghanistan, AFG
22.0694, 1967, Jun Average, Afghanistan, AFG
25.2267, 1967, Jul Average, Afghanistan, AFG
23.3582, 1967, Aug Average, Afghanistan, AFG
19.326, 1967, Sep Average, Afghanistan, AFG
12.5635, 1967, Oct Average, Afghanistan, AFG
7.83195, 1967, Nov Average, Afghanistan, AFG
2.27867, 1967, Dec Average, Afghanistan, AFG
0.55694, 1968, Jan Average, Afghanistan, AFG
0.78499, 1968, Feb Average, Afghanistan, AFG
8.14769, 1968, Mar Average, Afghanistan, AFG
12.513, 1968, Apr Average, Afghanistan, AFG
16.1739, 1968, May Average, Afghanistan, AFG
22.8904, 1968, Jun Average, Afghanistan, AFG
24.5566, 1968, Jul Average, Afghanistan, AFG
23.2978, 1968, Aug Average, Afghanistan, AFG
18.8128, 1968, Sep Average, Afghanistan, AFG
12.7116, 1968, Oct Average, Afghanistan, AFG
7.25261, 1968, Nov Average, Afghanistan, AFG
2.68499, 1968, Dec Average, Afghanistan, AFG
-2.1458, 1969, Jan Average, Afghanistan, AFG
-0.7672, 1969, Feb Average, Afghanistan, AFG
9.85155, 1969, Mar Average, Afghanistan, AFG
12.5468, 1969, Apr Average, Afghanistan, AFG
16.9918, 1969, May Average, Afghanistan, AFG
22.7441, 1969, Jun Average, Afghanistan, AFG
25.014, 1969, Jul Average, Afghanistan, AFG
23.0249, 1969, Aug Average, Afghanistan, AFG
18.1749, 1969, Sep Average, Afghanistan, AFG
13.9014, 1969, Oct Average, Afghanistan, AFG
5.86665, 1969, Nov Average, Afghanistan, AFG
4.68552, 1969, Dec Average, Afghanistan, AFG
0.58862, 1970, Jan Average, Afghanistan, AFG
4.26148, 1970, Feb Average, Afghanistan, AFG
6.72276, 1970, Mar Average, Afghanistan, AFG
14.7613, 1970, Apr Average, Afghanistan, AFG
19.6323, 1970, May Average, Afghanistan, AFG
23.2675, 1970, Jun Average, Afghanistan, AFG
24.5474, 1970, Jul Average, Afghanistan, AFG
25.4214, 1970, Aug Average, Afghanistan, AFG
18.986, 1970, Sep Average, Afghanistan, AFG
13.6955, 1970, Oct Average, Afghanistan, AFG
7.59327, 1970, Nov Average, Afghanistan, AFG
2.08776, 1970, Dec Average, Afghanistan, AFG
-1.0926, 1971, Jan Average, Afghanistan, AFG
3.10182, 1971, Feb Average, Afghanistan, AFG
8.94683, 1971, Mar Average, Afghanistan, AFG
14.4163, 1971, Apr Average, Afghanistan, AFG
19.986, 1971, May Average, Afghanistan, AFG
24.0572, 1971, Jun Average, Afghanistan, AFG
24.8358, 1971, Jul Average, Afghanistan, AFG
23.6402, 1971, Aug Average, Afghanistan, AFG
17.9819, 1971, Sep Average, Afghanistan, AFG
12.7256, 1971, Oct Average, Afghanistan, AFG
8.42131, 1971, Nov Average, Afghanistan, AFG
4.5121, 1971, Dec Average, Afghanistan, AFG
-1.7772, 1972, Jan Average, Afghanistan, AFG
-3.7988, 1972, Feb Average, Afghanistan, AFG
5.87105, 1972, Mar Average, Afghanistan, AFG
12.6515, 1972, Apr Average, Afghanistan, AFG
16.7256, 1972, May Average, Afghanistan, AFG
22.4547, 1972, Jun Average, Afghanistan, AFG
23.4639, 1972, Jul Average, Afghanistan, AFG
21.305, 1972, Aug Average, Afghanistan, AFG
18.1977, 1972, Sep Average, Afghanistan, AFG
12.7459, 1972, Oct Average, Afghanistan, AFG
8.04042, 1972, Nov Average, Afghanistan, AFG
0.46644, 1972, Dec Average, Afghanistan, AFG
-2.6935, 1973, Jan Average, Afghanistan, AFG
3.23735, 1973, Feb Average, Afghanistan, AFG
7.24478, 1973, Mar Average, Afghanistan, AFG
14.1067, 1973, Apr Average, Afghanistan, AFG
18.5926, 1973, May Average, Afghanistan, AFG
24.7274, 1973, Jun Average, Afghanistan, AFG
25.2408, 1973, Jul Average, Afghanistan, AFG
24.0635, 1973, Aug Average, Afghanistan, AFG
18.7762, 1973, Sep Average, Afghanistan, AFG
13.0112, 1973, Oct Average, Afghanistan, AFG
7.40116, 1973, Nov Average, Afghanistan, AFG
1.7021, 1973, Dec Average, Afghanistan, AFG
-1.3287, 1974, Jan Average, Afghanistan, AFG
-1.3732, 1974, Feb Average, Afghanistan, AFG
8.61675, 1974, Mar Average, Afghanistan, AFG
14.0311, 1974, Apr Average, Afghanistan, AFG
18.0908, 1974, May Average, Afghanistan, AFG
22.5157, 1974, Jun Average, Afghanistan, AFG
25.1709, 1974, Jul Average, Afghanistan, AFG
22.6384, 1974, Aug Average, Afghanistan, AFG
18.692, 1974, Sep Average, Afghanistan, AFG
10.9155, 1974, Oct Average, Afghanistan, AFG
6.66057, 1974, Nov Average, Afghanistan, AFG
0.8123, 1974, Dec Average, Afghanistan, AFG
-0.7634, 1975, Jan Average, Afghanistan, AFG
1.00747, 1975, Feb Average, Afghanistan, AFG
6.66347, 1975, Mar Average, Afghanistan, AFG
12.4581, 1975, Apr Average, Afghanistan, AFG
17.9485, 1975, May Average, Afghanistan, AFG
22.9502, 1975, Jun Average, Afghanistan, AFG
25.0396, 1975, Jul Average, Afghanistan, AFG
23.9779, 1975, Aug Average, Afghanistan, AFG
19.2404, 1975, Sep Average, Afghanistan, AFG
12.3508, 1975, Oct Average, Afghanistan, AFG
4.82645, 1975, Nov Average, Afghanistan, AFG
1.86365, 1975, Dec Average, Afghanistan, AFG
2.26892, 1976, Jan Average, Afghanistan, AFG
1.0017, 1976, Feb Average, Afghanistan, AFG
4.86561, 1976, Mar Average, Afghanistan, AFG
12.4399, 1976, Apr Average, Afghanistan, AFG
18.4929, 1976, May Average, Afghanistan, AFG
22.4975, 1976, Jun Average, Afghanistan, AFG
25.7331, 1976, Jul Average, Afghanistan, AFG
23.7818, 1976, Aug Average, Afghanistan, AFG
19.525, 1976, Sep Average, Afghanistan, AFG
13.5011, 1976, Oct Average, Afghanistan, AFG
4.68167, 1976, Nov Average, Afghanistan, AFG
1.37466, 1976, Dec Average, Afghanistan, AFG
-3.512, 1977, Jan Average, Afghanistan, AFG
2.16546, 1977, Feb Average, Afghanistan, AFG
11.1887, 1977, Mar Average, Afghanistan, AFG
14.6042, 1977, Apr Average, Afghanistan, AFG
18.4547, 1977, May Average, Afghanistan, AFG
24.4965, 1977, Jun Average, Afghanistan, AFG
25.7564, 1977, Jul Average, Afghanistan, AFG
23.7603, 1977, Aug Average, Afghanistan, AFG
18.8447, 1977, Sep Average, Afghanistan, AFG
14.0677, 1977, Oct Average, Afghanistan, AFG
8.60416, 1977, Nov Average, Afghanistan, AFG
3.53161, 1977, Dec Average, Afghanistan, AFG
-0.4713, 1978, Jan Average, Afghanistan, AFG
1.9583, 1978, Feb Average, Afghanistan, AFG
6.14395, 1978, Mar Average, Afghanistan, AFG
14.5581, 1978, Apr Average, Afghanistan, AFG
19.13, 1978, May Average, Afghanistan, AFG
23.6383, 1978, Jun Average, Afghanistan, AFG
24.9074, 1978, Jul Average, Afghanistan, AFG
23.5318, 1978, Aug Average, Afghanistan, AFG
19.6839, 1978, Sep Average, Afghanistan, AFG
13.7808, 1978, Oct Average, Afghanistan, AFG
5.65374, 1978, Nov Average, Afghanistan, AFG
4.6158, 1978, Dec Average, Afghanistan, AFG
1.01424, 1979, Jan Average, Afghanistan, AFG
3.2522, 1979, Feb Average, Afghanistan, AFG
6.1882, 1979, Mar Average, Afghanistan, AFG
14.8598, 1979, Apr Average, Afghanistan, AFG
15.4335, 1979, May Average, Afghanistan, AFG
22.8531, 1979, Jun Average, Afghanistan, AFG
25.6814, 1979, Jul Average, Afghanistan, AFG
22.7876, 1979, Aug Average, Afghanistan, AFG
19.149, 1979, Sep Average, Afghanistan, AFG
14.8913, 1979, Oct Average, Afghanistan, AFG
5.8675, 1979, Nov Average, Afghanistan, AFG
3.5176, 1979, Dec Average, Afghanistan, AFG
-0.5934, 1980, Jan Average, Afghanistan, AFG
1.28186, 1980, Feb Average, Afghanistan, AFG
6.5888, 1980, Mar Average, Afghanistan, AFG
15.7408, 1980, Apr Average, Afghanistan, AFG
19.3147, 1980, May Average, Afghanistan, AFG
23.1357, 1980, Jun Average, Afghanistan, AFG
25.3971, 1980, Jul Average, Afghanistan, AFG
23.8046, 1980, Aug Average, Afghanistan, AFG
18.972, 1980, Sep Average, Afghanistan, AFG
13.687, 1980, Oct Average, Afghanistan, AFG
8.57533, 1980, Nov Average, Afghanistan, AFG
3.80429, 1980, Dec Average, Afghanistan, AFG
1.66998, 1981, Jan Average, Afghanistan, AFG
3.48834, 1981, Feb Average, Afghanistan, AFG
8.82033, 1981, Mar Average, Afghanistan, AFG
14.1983, 1981, Apr Average, Afghanistan, AFG
18.926, 1981, May Average, Afghanistan, AFG
22.2723, 1981, Jun Average, Afghanistan, AFG
25.2357, 1981, Jul Average, Afghanistan, AFG
23.4365, 1981, Aug Average, Afghanistan, AFG
18.8953, 1981, Sep Average, Afghanistan, AFG
11.974, 1981, Oct Average, Afghanistan, AFG
7.29184, 1981, Nov Average, Afghanistan, AFG
3.95322, 1981, Dec Average, Afghanistan, AFG
0.53916, 1982, Jan Average, Afghanistan, AFG
0.33346, 1982, Feb Average, Afghanistan, AFG
5.67558, 1982, Mar Average, Afghanistan, AFG
13.7276, 1982, Apr Average, Afghanistan, AFG
18.1604, 1982, May Average, Afghanistan, AFG
22.8374, 1982, Jun Average, Afghanistan, AFG
24.6942, 1982, Jul Average, Afghanistan, AFG
23.5971, 1982, Aug Average, Afghanistan, AFG
17.9911, 1982, Sep Average, Afghanistan, AFG
13.4788, 1982, Oct Average, Afghanistan, AFG
5.42487, 1982, Nov Average, Afghanistan, AFG
0.97413, 1982, Dec Average, Afghanistan, AFG
0.62101, 1983, Jan Average, Afghanistan, AFG
3.02287, 1983, Feb Average, Afghanistan, AFG
5.32598, 1983, Mar Average, Afghanistan, AFG
11.912, 1983, Apr Average, Afghanistan, AFG
18.8965, 1983, May Average, Afghanistan, AFG
23.3651, 1983, Jun Average, Afghanistan, AFG
26.0589, 1983, Jul Average, Afghanistan, AFG
25.476, 1983, Aug Average, Afghanistan, AFG
20.3507, 1983, Sep Average, Afghanistan, AFG
12.9176, 1983, Oct Average, Afghanistan, AFG
8.45746, 1983, Nov Average, Afghanistan, AFG
2.11822, 1983, Dec Average, Afghanistan, AFG
-0.0446, 1984, Jan Average, Afghanistan, AFG
-1.7579, 1984, Feb Average, Afghanistan, AFG
9.08908, 1984, Mar Average, Afghanistan, AFG
14.0198, 1984, Apr Average, Afghanistan, AFG
19.0472, 1984, May Average, Afghanistan, AFG
23.9957, 1984, Jun Average, Afghanistan, AFG
25.7185, 1984, Jul Average, Afghanistan, AFG
25.373, 1984, Aug Average, Afghanistan, AFG
18.3489, 1984, Sep Average, Afghanistan, AFG
11.7264, 1984, Oct Average, Afghanistan, AFG
8.16632, 1984, Nov Average, Afghanistan, AFG
0.02453, 1984, Dec Average, Afghanistan, AFG
0.46012, 1985, Jan Average, Afghanistan, AFG
4.80627, 1985, Feb Average, Afghanistan, AFG
7.66603, 1985, Mar Average, Afghanistan, AFG
14.143, 1985, Apr Average, Afghanistan, AFG
18.148, 1985, May Average, Afghanistan, AFG
24.0948, 1985, Jun Average, Afghanistan, AFG
26.0299, 1985, Jul Average, Afghanistan, AFG
23.1361, 1985, Aug Average, Afghanistan, AFG
19.1645, 1985, Sep Average, Afghanistan, AFG
12.5001, 1985, Oct Average, Afghanistan, AFG
7.28767, 1985, Nov Average, Afghanistan, AFG
2.66524, 1985, Dec Average, Afghanistan, AFG
0.68352, 1986, Jan Average, Afghanistan, AFG
2.25265, 1986, Feb Average, Afghanistan, AFG
4.91749, 1986, Mar Average, Afghanistan, AFG
13.1829, 1986, Apr Average, Afghanistan, AFG
18.6524, 1986, May Average, Afghanistan, AFG
23.1273, 1986, Jun Average, Afghanistan, AFG
25.0293, 1986, Jul Average, Afghanistan, AFG
22.9746, 1986, Aug Average, Afghanistan, AFG
19.2033, 1986, Sep Average, Afghanistan, AFG
14.3118, 1986, Oct Average, Afghanistan, AFG
7.01342, 1986, Nov Average, Afghanistan, AFG
1.54689, 1986, Dec Average, Afghanistan, AFG
2.65179, 1987, Jan Average, Afghanistan, AFG
3.94242, 1987, Feb Average, Afghanistan, AFG
9.0764, 1987, Mar Average, Afghanistan, AFG
13.1758, 1987, Apr Average, Afghanistan, AFG
17.9132, 1987, May Average, Afghanistan, AFG
22.272, 1987, Jun Average, Afghanistan, AFG
24.7136, 1987, Jul Average, Afghanistan, AFG
24.92, 1987, Aug Average, Afghanistan, AFG
20.1882, 1987, Sep Average, Afghanistan, AFG
11.5264, 1987, Oct Average, Afghanistan, AFG
7.69405, 1987, Nov Average, Afghanistan, AFG
4.1914, 1987, Dec Average, Afghanistan, AFG
1.62906, 1988, Jan Average, Afghanistan, AFG
2.96797, 1988, Feb Average, Afghanistan, AFG
7.72008, 1988, Mar Average, Afghanistan, AFG
14.9275, 1988, Apr Average, Afghanistan, AFG
19.7737, 1988, May Average, Afghanistan, AFG
24.0983, 1988, Jun Average, Afghanistan, AFG
26.1905, 1988, Jul Average, Afghanistan, AFG
23.9786, 1988, Aug Average, Afghanistan, AFG
19.8555, 1988, Sep Average, Afghanistan, AFG
13.1063, 1988, Oct Average, Afghanistan, AFG
8.88999, 1988, Nov Average, Afghanistan, AFG
4.9283, 1988, Dec Average, Afghanistan, AFG
-1.165, 1989, Jan Average, Afghanistan, AFG
-0.3523, 1989, Feb Average, Afghanistan, AFG
7.54526, 1989, Mar Average, Afghanistan, AFG
12.0802, 1989, Apr Average, Afghanistan, AFG
16.5022, 1989, May Average, Afghanistan, AFG
23.2173, 1989, Jun Average, Afghanistan, AFG
25.0208, 1989, Jul Average, Afghanistan, AFG
23.3408, 1989, Aug Average, Afghanistan, AFG
19.19, 1989, Sep Average, Afghanistan, AFG
14.3603, 1989, Oct Average, Afghanistan, AFG
7.70558, 1989, Nov Average, Afghanistan, AFG
4.39244, 1989, Dec Average, Afghanistan, AFG
0.99596, 1990, Jan Average, Afghanistan, AFG
2.57156, 1990, Feb Average, Afghanistan, AFG
7.02419, 1990, Mar Average, Afghanistan, AFG
12.8453, 1990, Apr Average, Afghanistan, AFG
20.2995, 1990, May Average, Afghanistan, AFG
23.9767, 1990, Jun Average, Afghanistan, AFG
25.4349, 1990, Jul Average, Afghanistan, AFG
24.8094, 1990, Aug Average, Afghanistan, AFG
20.3988, 1990, Sep Average, Afghanistan, AFG
12.9972, 1990, Oct Average, Afghanistan, AFG
8.502, 1990, Nov Average, Afghanistan, AFG
1.95711, 1990, Dec Average, Afghanistan, AFG
2.29233, 1961, Jan Average, Albania, ALB
2.94976, 1961, Feb Average, Albania, ALB
7.34154, 1961, Mar Average, Albania, ALB
12.2994, 1961, Apr Average, Albania, ALB
13.9195, 1961, May Average, Albania, ALB
18.4851, 1961, Jun Average, Albania, ALB
20.6635, 1961, Jul Average, Albania, ALB
21.1469, 1961, Aug Average, Albania, ALB
17.9973, 1961, Sep Average, Albania, ALB
13.155, 1961, Oct Average, Albania, ALB
9.27492, 1961, Nov Average, Albania, ALB
3.87229, 1961, Dec Average, Albania, ALB
3.55382, 1962, Jan Average, Albania, ALB
1.56371, 1962, Feb Average, Albania, ALB
4.83033, 1962, Mar Average, Albania, ALB
10.3343, 1962, Apr Average, Albania, ALB
15.1891, 1962, May Average, Albania, ALB
17.569, 1962, Jun Average, Albania, ALB
21.0579, 1962, Jul Average, Albania, ALB
23.0684, 1962, Aug Average, Albania, ALB
18.2452, 1962, Sep Average, Albania, ALB
13.1745, 1962, Oct Average, Albania, ALB
9.07405, 1962, Nov Average, Albania, ALB
1.9882, 1962, Dec Average, Albania, ALB
0.0949, 1963, Jan Average, Albania, ALB
2.39956, 1963, Feb Average, Albania, ALB
4.72852, 1963, Mar Average, Albania, ALB
10.5903, 1963, Apr Average, Albania, ALB
14.6829, 1963, May Average, Albania, ALB
18.8438, 1963, Jun Average, Albania, ALB
22.0904, 1963, Jul Average, Albania, ALB
21.9671, 1963, Aug Average, Albania, ALB
18.3696, 1963, Sep Average, Albania, ALB
12.2304, 1963, Oct Average, Albania, ALB
10.0746, 1963, Nov Average, Albania, ALB
4.29725, 1963, Dec Average, Albania, ALB
-0.45, 1964, Jan Average, Albania, ALB
2.6599, 1964, Feb Average, Albania, ALB
6.45988, 1964, Mar Average, Albania, ALB
10.3626, 1964, Apr Average, Albania, ALB
14.093, 1964, May Average, Albania, ALB
19.4196, 1964, Jun Average, Albania, ALB
20.4494, 1964, Jul Average, Albania, ALB
19.9595, 1964, Aug Average, Albania, ALB
16.5421, 1964, Sep Average, Albania, ALB
12.7854, 1964, Oct Average, Albania, ALB
8.51816, 1964, Nov Average, Albania, ALB
4.36891, 1964, Dec Average, Albania, ALB
2.73338, 1965, Jan Average, Albania, ALB
-0.6684, 1965, Feb Average, Albania, ALB
6.21375, 1965, Mar Average, Albania, ALB
8.82479, 1965, Apr Average, Albania, ALB
13.7465, 1965, May Average, Albania, ALB
18.4471, 1965, Jun Average, Albania, ALB
21.6411, 1965, Jul Average, Albania, ALB
19.4669, 1965, Aug Average, Albania, ALB
17.5663, 1965, Sep Average, Albania, ALB
11.8872, 1965, Oct Average, Albania, ALB
8.33954, 1965, Nov Average, Albania, ALB
4.99587, 1965, Dec Average, Albania, ALB
0.74722, 1966, Jan Average, Albania, ALB
6.34755, 1966, Feb Average, Albania, ALB
5.59945, 1966, Mar Average, Albania, ALB
11.2455, 1966, Apr Average, Albania, ALB
14.2449, 1966, May Average, Albania, ALB
18.2688, 1966, Jun Average, Albania, ALB
20.7073, 1966, Jul Average, Albania, ALB
21.6203, 1966, Aug Average, Albania, ALB
17.7526, 1966, Sep Average, Albania, ALB
15.1771, 1966, Oct Average, Albania, ALB
7.61938, 1966, Nov Average, Albania, ALB
3.51134, 1966, Dec Average, Albania, ALB
0.13383, 1967, Jan Average, Albania, ALB
2.29085, 1967, Feb Average, Albania, ALB
6.57311, 1967, Mar Average, Albania, ALB
9.33511, 1967, Apr Average, Albania, ALB
14.9306, 1967, May Average, Albania, ALB
16.854, 1967, Jun Average, Albania, ALB
21.1194, 1967, Jul Average, Albania, ALB
21.8384, 1967, Aug Average, Albania, ALB
17.629, 1967, Sep Average, Albania, ALB
13.7897, 1967, Oct Average, Albania, ALB
8.44852, 1967, Nov Average, Albania, ALB
3.22397, 1967, Dec Average, Albania, ALB
-0.1589, 1968, Jan Average, Albania, ALB
4.30697, 1968, Feb Average, Albania, ALB
5.83294, 1968, Mar Average, Albania, ALB
12.369, 1968, Apr Average, Albania, ALB
16.9948, 1968, May Average, Albania, ALB
18.0752, 1968, Jun Average, Albania, ALB
20.855, 1968, Jul Average, Albania, ALB
18.662, 1968, Aug Average, Albania, ALB
16.652, 1968, Sep Average, Albania, ALB
11.9486, 1968, Oct Average, Albania, ALB
8.77199, 1968, Nov Average, Albania, ALB
3.39455, 1968, Dec Average, Albania, ALB
1.186, 1969, Jan Average, Albania, ALB
3.47039, 1969, Feb Average, Albania, ALB
5.65198, 1969, Mar Average, Albania, ALB
9.40923, 1969, Apr Average, Albania, ALB
16.7465, 1969, May Average, Albania, ALB
17.0662, 1969, Jun Average, Albania, ALB
19.4342, 1969, Jul Average, Albania, ALB
20.3008, 1969, Aug Average, Albania, ALB
17.902, 1969, Sep Average, Albania, ALB
12.1848, 1969, Oct Average, Albania, ALB
9.2578, 1969, Nov Average, Albania, ALB
2.6175, 1969, Dec Average, Albania, ALB
3.83883, 1970, Jan Average, Albania, ALB
3.34901, 1970, Feb Average, Albania, ALB
6.01804, 1970, Mar Average, Albania, ALB
10.2129, 1970, Apr Average, Albania, ALB
12.6452, 1970, May Average, Albania, ALB
18.4012, 1970, Jun Average, Albania, ALB
20.2241, 1970, Jul Average, Albania, ALB
21.0322, 1970, Aug Average, Albania, ALB
17.5335, 1970, Sep Average, Albania, ALB
11.2294, 1970, Oct Average, Albania, ALB
7.82911, 1970, Nov Average, Albania, ALB
4.00185, 1970, Dec Average, Albania, ALB
4.24828, 1971, Jan Average, Albania, ALB
3.03505, 1971, Feb Average, Albania, ALB
3.64465, 1971, Mar Average, Albania, ALB
10.5477, 1971, Apr Average, Albania, ALB
16.11, 1971, May Average, Albania, ALB
18.514, 1971, Jun Average, Albania, ALB
20.1297, 1971, Jul Average, Albania, ALB
22.2121, 1971, Aug Average, Albania, ALB
15.2141, 1971, Sep Average, Albania, ALB
10.5988, 1971, Oct Average, Albania, ALB
7.01094, 1971, Nov Average, Albania, ALB
3.66085, 1971, Dec Average, Albania, ALB
3.87271, 1972, Jan Average, Albania, ALB
4.72157, 1972, Feb Average, Albania, ALB
7.63715, 1972, Mar Average, Albania, ALB
11.1604, 1972, Apr Average, Albania, ALB
14.6467, 1972, May Average, Albania, ALB
19.4649, 1972, Jun Average, Albania, ALB
20.1234, 1972, Jul Average, Albania, ALB
19.6785, 1972, Aug Average, Albania, ALB
15.2845, 1972, Sep Average, Albania, ALB
9.09758, 1972, Oct Average, Albania, ALB
7.19565, 1972, Nov Average, Albania, ALB
2.79923, 1972, Dec Average, Albania, ALB
2.47969, 1973, Jan Average, Albania, ALB
3.12402, 1973, Feb Average, Albania, ALB
4.39772, 1973, Mar Average, Albania, ALB
8.54314, 1973, Apr Average, Albania, ALB
15.1904, 1973, May Average, Albania, ALB
18.11, 1973, Jun Average, Albania, ALB
20.8253, 1973, Jul Average, Albania, ALB
20.2907, 1973, Aug Average, Albania, ALB
18.3269, 1973, Sep Average, Albania, ALB
12.6607, 1973, Oct Average, Albania, ALB
5.84766, 1973, Nov Average, Albania, ALB
3.736, 1973, Dec Average, Albania, ALB
2.88388, 1974, Jan Average, Albania, ALB
5.02423, 1974, Feb Average, Albania, ALB
6.87957, 1974, Mar Average, Albania, ALB
8.81002, 1974, Apr Average, Albania, ALB
12.955, 1974, May Average, Albania, ALB
17.3234, 1974, Jun Average, Albania, ALB
20.3174, 1974, Jul Average, Albania, ALB
21.4501, 1974, Aug Average, Albania, ALB
17.3556, 1974, Sep Average, Albania, ALB
10.9402, 1974, Oct Average, Albania, ALB
6.5223, 1974, Nov Average, Albania, ALB
3.07896, 1974, Dec Average, Albania, ALB
1.57011, 1975, Jan Average, Albania, ALB
1.9127, 1975, Feb Average, Albania, ALB
6.98159, 1975, Mar Average, Albania, ALB
10.1005, 1975, Apr Average, Albania, ALB
14.7796, 1975, May Average, Albania, ALB
17.3209, 1975, Jun Average, Albania, ALB
20.2557, 1975, Jul Average, Albania, ALB
19.7311, 1975, Aug Average, Albania, ALB
18.8661, 1975, Sep Average, Albania, ALB
12.1877, 1975, Oct Average, Albania, ALB
6.60065, 1975, Nov Average, Albania, ALB
3.68364, 1975, Dec Average, Albania, ALB
1.48404, 1976, Jan Average, Albania, ALB
2.97948, 1976, Feb Average, Albania, ALB
4.97943, 1976, Mar Average, Albania, ALB
9.62327, 1976, Apr Average, Albania, ALB
14.3297, 1976, May Average, Albania, ALB
17.1586, 1976, Jun Average, Albania, ALB
19.8104, 1976, Jul Average, Albania, ALB
17.266, 1976, Aug Average, Albania, ALB
15.1099, 1976, Sep Average, Albania, ALB
12.8919, 1976, Oct Average, Albania, ALB
7.81115, 1976, Nov Average, Albania, ALB
3.90021, 1976, Dec Average, Albania, ALB
3.03347, 1977, Jan Average, Albania, ALB
6.37136, 1977, Feb Average, Albania, ALB
8.09127, 1977, Mar Average, Albania, ALB
9.70213, 1977, Apr Average, Albania, ALB
15.1902, 1977, May Average, Albania, ALB
17.9292, 1977, Jun Average, Albania, ALB
21.0732, 1977, Jul Average, Albania, ALB
20.3111, 1977, Aug Average, Albania, ALB
16.1886, 1977, Sep Average, Albania, ALB
11.8728, 1977, Oct Average, Albania, ALB
8.51694, 1977, Nov Average, Albania, ALB
2.02979, 1977, Dec Average, Albania, ALB
2.32451, 1978, Jan Average, Albania, ALB
