Rainfall - (MM), Year, Statistics, Country, ISO3
176.09, 1942, Sep Average, New Zealand, NZL
158.523, 1942, Oct Average, New Zealand, NZL
137.56, 1942, Nov Average, New Zealand, NZL
150.862, 1942, Dec Average, New Zealand, NZL
118.945, 1943, Jan Average, New Zealand, NZL
182.422, 1943, Feb Average, New Zealand, NZL
93.498, 1943, Mar Average, New Zealand, NZL
80.3758, 1943, Apr Average, New Zealand, NZL
81.9411, 1943, May Average, New Zealand, NZL
264.514, 1943, Jun Average, New Zealand, NZL
125.945, 1943, Jul Average, New Zealand, NZL
161.915, 1943, Aug Average, New Zealand, NZL
306.729, 1943, Sep Average, New Zealand, NZL
174.05, 1943, Oct Average, New Zealand, NZL
69.2964, 1943, Nov Average, New Zealand, NZL
67.7342, 1943, Dec Average, New Zealand, NZL
75.5377, 1944, Jan Average, New Zealand, NZL
185.66, 1944, Feb Average, New Zealand, NZL
166.604, 1944, Mar Average, New Zealand, NZL
214.398, 1944, Apr Average, New Zealand, NZL
140.402, 1944, May Average, New Zealand, NZL
157.571, 1944, Jun Average, New Zealand, NZL
167.267, 1944, Jul Average, New Zealand, NZL
125.712, 1944, Aug Average, New Zealand, NZL
151.614, 1944, Sep Average, New Zealand, NZL
196.494, 1944, Oct Average, New Zealand, NZL
149.176, 1944, Nov Average, New Zealand, NZL
282.328, 1944, Dec Average, New Zealand, NZL
157.451, 1945, Jan Average, New Zealand, NZL
248.288, 1945, Feb Average, New Zealand, NZL
149.757, 1945, Mar Average, New Zealand, NZL
128.491, 1945, Apr Average, New Zealand, NZL
147.635, 1945, May Average, New Zealand, NZL
118.487, 1945, Jun Average, New Zealand, NZL
126.483, 1945, Jul Average, New Zealand, NZL
223.075, 1945, Aug Average, New Zealand, NZL
153.27, 1945, Sep Average, New Zealand, NZL
170.279, 1945, Oct Average, New Zealand, NZL
76.163, 1945, Nov Average, New Zealand, NZL
160.516, 1945, Dec Average, New Zealand, NZL
106.444, 1946, Jan Average, New Zealand, NZL
98.2081, 1946, Feb Average, New Zealand, NZL
172.054, 1946, Mar Average, New Zealand, NZL
131.362, 1946, Apr Average, New Zealand, NZL
207.982, 1946, May Average, New Zealand, NZL
155.195, 1946, Jun Average, New Zealand, NZL
168.017, 1946, Jul Average, New Zealand, NZL
252.479, 1946, Aug Average, New Zealand, NZL
263.224, 1946, Sep Average, New Zealand, NZL
224.579, 1946, Oct Average, New Zealand, NZL
177.986, 1946, Nov Average, New Zealand, NZL
196.558, 1946, Dec Average, New Zealand, NZL
106.433, 1947, Jan Average, New Zealand, NZL
111.594, 1947, Feb Average, New Zealand, NZL
91.9754, 1947, Mar Average, New Zealand, NZL
174.286, 1947, Apr Average, New Zealand, NZL
79.6127, 1947, May Average, New Zealand, NZL
280.477, 1947, Jun Average, New Zealand, NZL
144.268, 1947, Jul Average, New Zealand, NZL
140.612, 1947, Aug Average, New Zealand, NZL
212.916, 1947, Sep Average, New Zealand, NZL
247.154, 1947, Oct Average, New Zealand, NZL
72.5462, 1947, Nov Average, New Zealand, NZL
88.2442, 1947, Dec Average, New Zealand, NZL
145.273, 1948, Jan Average, New Zealand, NZL
95.1507, 1948, Feb Average, New Zealand, NZL
146.405, 1948, Mar Average, New Zealand, NZL
119.299, 1948, Apr Average, New Zealand, NZL
241.296, 1948, May Average, New Zealand, NZL
118.541, 1948, Jun Average, New Zealand, NZL
171.323, 1948, Jul Average, New Zealand, NZL
95.2896, 1948, Aug Average, New Zealand, NZL
123.623, 1948, Sep Average, New Zealand, NZL
200.859, 1948, Oct Average, New Zealand, NZL
161.787, 1948, Nov Average, New Zealand, NZL
85.852, 1948, Dec Average, New Zealand, NZL
152.796, 1949, Jan Average, New Zealand, NZL
96.6239, 1949, Feb Average, New Zealand, NZL
113.593, 1949, Mar Average, New Zealand, NZL
144.894, 1949, Apr Average, New Zealand, NZL
172.808, 1949, May Average, New Zealand, NZL
167.46, 1949, Jun Average, New Zealand, NZL
161.458, 1949, Jul Average, New Zealand, NZL
107.431, 1949, Aug Average, New Zealand, NZL
79.4235, 1949, Sep Average, New Zealand, NZL
158.294, 1949, Oct Average, New Zealand, NZL
107.918, 1949, Nov Average, New Zealand, NZL
204.309, 1949, Dec Average, New Zealand, NZL
125.633, 1950, Jan Average, New Zealand, NZL
98.2222, 1950, Feb Average, New Zealand, NZL
91.9315, 1950, Mar Average, New Zealand, NZL
135.777, 1950, Apr Average, New Zealand, NZL
130.978, 1950, May Average, New Zealand, NZL
164.148, 1950, Jun Average, New Zealand, NZL
143.844, 1950, Jul Average, New Zealand, NZL
173.214, 1950, Aug Average, New Zealand, NZL
100.897, 1950, Sep Average, New Zealand, NZL
198.357, 1950, Oct Average, New Zealand, NZL
96.7065, 1950, Nov Average, New Zealand, NZL
215.63, 1950, Dec Average, New Zealand, NZL
137.433, 1951, Jan Average, New Zealand, NZL
136.445, 1951, Feb Average, New Zealand, NZL
143.766, 1951, Mar Average, New Zealand, NZL
211.353, 1951, Apr Average, New Zealand, NZL
156.17, 1951, May Average, New Zealand, NZL
92.9466, 1951, Jun Average, New Zealand, NZL
178.944, 1951, Jul Average, New Zealand, NZL
167.12, 1951, Aug Average, New Zealand, NZL
82.5528, 1951, Sep Average, New Zealand, NZL
173.965, 1951, Oct Average, New Zealand, NZL
186.374, 1951, Nov Average, New Zealand, NZL
163.458, 1951, Dec Average, New Zealand, NZL
144.092, 1952, Jan Average, New Zealand, NZL
125.491, 1952, Feb Average, New Zealand, NZL
112.6, 1952, Mar Average, New Zealand, NZL
98.4592, 1952, Apr Average, New Zealand, NZL
158.167, 1952, May Average, New Zealand, NZL
172.359, 1952, Jun Average, New Zealand, NZL
74.4861, 1952, Jul Average, New Zealand, NZL
158.449, 1952, Aug Average, New Zealand, NZL
143.865, 1952, Sep Average, New Zealand, NZL
192.304, 1952, Oct Average, New Zealand, NZL
230.198, 1952, Nov Average, New Zealand, NZL
122.214, 1952, Dec Average, New Zealand, NZL
124.944, 1953, Jan Average, New Zealand, NZL
109.009, 1953, Feb Average, New Zealand, NZL
115.795, 1953, Mar Average, New Zealand, NZL
171.638, 1953, Apr Average, New Zealand, NZL
174.053, 1953, May Average, New Zealand, NZL
176.352, 1953, Jun Average, New Zealand, NZL
132.514, 1953, Jul Average, New Zealand, NZL
177.389, 1953, Aug Average, New Zealand, NZL
138.966, 1953, Sep Average, New Zealand, NZL
128.981, 1953, Oct Average, New Zealand, NZL
120.64, 1953, Nov Average, New Zealand, NZL
152.07, 1953, Dec Average, New Zealand, NZL
61.5271, 1954, Jan Average, New Zealand, NZL
120.249, 1954, Feb Average, New Zealand, NZL
231.116, 1954, Mar Average, New Zealand, NZL
108.548, 1954, Apr Average, New Zealand, NZL
147.296, 1954, May Average, New Zealand, NZL
149.855, 1954, Jun Average, New Zealand, NZL
186.937, 1954, Jul Average, New Zealand, NZL
175.579, 1954, Aug Average, New Zealand, NZL
100.811, 1954, Sep Average, New Zealand, NZL
83.4785, 1954, Oct Average, New Zealand, NZL
112.139, 1954, Nov Average, New Zealand, NZL
183.514, 1954, Dec Average, New Zealand, NZL
91.4419, 1955, Jan Average, New Zealand, NZL
179.835, 1955, Feb Average, New Zealand, NZL
122.366, 1955, Mar Average, New Zealand, NZL
128.321, 1955, Apr Average, New Zealand, NZL
190.896, 1955, May Average, New Zealand, NZL
199.004, 1955, Jun Average, New Zealand, NZL
178.186, 1955, Jul Average, New Zealand, NZL
163.258, 1955, Aug Average, New Zealand, NZL
143.242, 1955, Sep Average, New Zealand, NZL
182.292, 1955, Oct Average, New Zealand, NZL
124.657, 1955, Nov Average, New Zealand, NZL
78.8133, 1955, Dec Average, New Zealand, NZL
138.074, 1956, Jan Average, New Zealand, NZL
113.199, 1956, Feb Average, New Zealand, NZL
110.499, 1956, Mar Average, New Zealand, NZL
170.398, 1956, Apr Average, New Zealand, NZL
177.533, 1956, May Average, New Zealand, NZL
197.856, 1956, Jun Average, New Zealand, NZL
178.42, 1956, Jul Average, New Zealand, NZL
141.539, 1956, Aug Average, New Zealand, NZL
123.776, 1956, Sep Average, New Zealand, NZL
190.723, 1956, Oct Average, New Zealand, NZL
186.078, 1956, Nov Average, New Zealand, NZL
173.878, 1956, Dec Average, New Zealand, NZL
99.54, 1957, Jan Average, New Zealand, NZL
66.5936, 1957, Feb Average, New Zealand, NZL
147.653, 1957, Mar Average, New Zealand, NZL
157.979, 1957, Apr Average, New Zealand, NZL
222.597, 1957, May Average, New Zealand, NZL
171.716, 1957, Jun Average, New Zealand, NZL
150.706, 1957, Jul Average, New Zealand, NZL
112.191, 1957, Aug Average, New Zealand, NZL
123.471, 1957, Sep Average, New Zealand, NZL
200.868, 1957, Oct Average, New Zealand, NZL
195.785, 1957, Nov Average, New Zealand, NZL
158.09, 1957, Dec Average, New Zealand, NZL
133.573, 1958, Jan Average, New Zealand, NZL
189.672, 1958, Feb Average, New Zealand, NZL
124.936, 1958, Mar Average, New Zealand, NZL
148.327, 1958, Apr Average, New Zealand, NZL
229.65, 1958, May Average, New Zealand, NZL
98.5436, 1958, Jun Average, New Zealand, NZL
125.434, 1958, Jul Average, New Zealand, NZL
131.153, 1958, Aug Average, New Zealand, NZL
95.2252, 1958, Sep Average, New Zealand, NZL
145.893, 1958, Oct Average, New Zealand, NZL
83.9996, 1958, Nov Average, New Zealand, NZL
189.735, 1958, Dec Average, New Zealand, NZL
110.552, 1959, Jan Average, New Zealand, NZL
108.431, 1959, Feb Average, New Zealand, NZL
145.553, 1959, Mar Average, New Zealand, NZL
150.886, 1959, Apr Average, New Zealand, NZL
207.764, 1959, May Average, New Zealand, NZL
61.3425, 1959, Jun Average, New Zealand, NZL
133.407, 1959, Jul Average, New Zealand, NZL
123.055, 1959, Aug Average, New Zealand, NZL
122.784, 1959, Sep Average, New Zealand, NZL
145.618, 1959, Oct Average, New Zealand, NZL
114.842, 1959, Nov Average, New Zealand, NZL
111.866, 1959, Dec Average, New Zealand, NZL
97.5627, 1960, Jan Average, New Zealand, NZL
186.378, 1960, Feb Average, New Zealand, NZL
142.862, 1960, Mar Average, New Zealand, NZL
95.4088, 1960, Apr Average, New Zealand, NZL
146.572, 1960, May Average, New Zealand, NZL
238.856, 1960, Jun Average, New Zealand, NZL
164.152, 1960, Jul Average, New Zealand, NZL
114.649, 1960, Aug Average, New Zealand, NZL
175.587, 1960, Sep Average, New Zealand, NZL
111.349, 1960, Oct Average, New Zealand, NZL
112.404, 1960, Nov Average, New Zealand, NZL
123.545, 1960, Dec Average, New Zealand, NZL
55.7771, 1931, Jan Average, Nicaragua, NIC
38.1567, 1931, Feb Average, Nicaragua, NIC
30.0811, 1931, Mar Average, Nicaragua, NIC
21.7275, 1931, Apr Average, Nicaragua, NIC
240.669, 1931, May Average, Nicaragua, NIC
349.715, 1931, Jun Average, Nicaragua, NIC
427.677, 1931, Jul Average, Nicaragua, NIC
176.271, 1931, Aug Average, Nicaragua, NIC
303.254, 1931, Sep Average, Nicaragua, NIC
209.522, 1931, Oct Average, Nicaragua, NIC
166.93, 1931, Nov Average, Nicaragua, NIC
134.952, 1931, Dec Average, Nicaragua, NIC
81.0257, 1932, Jan Average, Nicaragua, NIC
33.7545, 1932, Feb Average, Nicaragua, NIC
30.8535, 1932, Mar Average, Nicaragua, NIC
51.5494, 1932, Apr Average, Nicaragua, NIC
216.431, 1932, May Average, Nicaragua, NIC
366.697, 1932, Jun Average, Nicaragua, NIC
396.207, 1932, Jul Average, Nicaragua, NIC
307.502, 1932, Aug Average, Nicaragua, NIC
201.126, 1932, Sep Average, Nicaragua, NIC
231.725, 1932, Oct Average, Nicaragua, NIC
237.451, 1932, Nov Average, Nicaragua, NIC
150.538, 1932, Dec Average, Nicaragua, NIC
102.986, 1933, Jan Average, Nicaragua, NIC
35.9437, 1933, Feb Average, Nicaragua, NIC
20.4324, 1933, Mar Average, Nicaragua, NIC
20.5149, 1933, Apr Average, Nicaragua, NIC
239.299, 1933, May Average, Nicaragua, NIC
314.153, 1933, Jun Average, Nicaragua, NIC
474.767, 1933, Jul Average, Nicaragua, NIC
417.102, 1933, Aug Average, Nicaragua, NIC
437.098, 1933, Sep Average, Nicaragua, NIC
258.875, 1933, Oct Average, Nicaragua, NIC
147.134, 1933, Nov Average, Nicaragua, NIC
167.255, 1933, Dec Average, Nicaragua, NIC
142.445, 1934, Jan Average, Nicaragua, NIC
53.1627, 1934, Feb Average, Nicaragua, NIC
49.1079, 1934, Mar Average, Nicaragua, NIC
45.5957, 1934, Apr Average, Nicaragua, NIC
228.547, 1934, May Average, Nicaragua, NIC
294.81, 1934, Jun Average, Nicaragua, NIC
313.945, 1934, Jul Average, Nicaragua, NIC
346.898, 1934, Aug Average, Nicaragua, NIC
200.714, 1934, Sep Average, Nicaragua, NIC
356.896, 1934, Oct Average, Nicaragua, NIC
123.445, 1934, Nov Average, Nicaragua, NIC
90.5057, 1934, Dec Average, Nicaragua, NIC
88.6301, 1935, Jan Average, Nicaragua, NIC
73.4713, 1935, Feb Average, Nicaragua, NIC
26.2707, 1935, Mar Average, Nicaragua, NIC
52.5452, 1935, Apr Average, Nicaragua, NIC
199.361, 1935, May Average, Nicaragua, NIC
298.393, 1935, Jun Average, Nicaragua, NIC
385.627, 1935, Jul Average, Nicaragua, NIC
413.892, 1935, Aug Average, Nicaragua, NIC
231.417, 1935, Sep Average, Nicaragua, NIC
366.884, 1935, Oct Average, Nicaragua, NIC
166.241, 1935, Nov Average, Nicaragua, NIC
211.366, 1935, Dec Average, Nicaragua, NIC
45.677, 1936, Jan Average, Nicaragua, NIC
48.0055, 1936, Feb Average, Nicaragua, NIC
32.3031, 1936, Mar Average, Nicaragua, NIC
66.1603, 1936, Apr Average, Nicaragua, NIC
265.186, 1936, May Average, Nicaragua, NIC
479.135, 1936, Jun Average, Nicaragua, NIC
395.407, 1936, Jul Average, Nicaragua, NIC
233.756, 1936, Aug Average, Nicaragua, NIC
213.349, 1936, Sep Average, Nicaragua, NIC
295.651, 1936, Oct Average, Nicaragua, NIC
205.392, 1936, Nov Average, Nicaragua, NIC
72.1593, 1936, Dec Average, Nicaragua, NIC
188.56, 1937, Jan Average, Nicaragua, NIC
17.6689, 1937, Feb Average, Nicaragua, NIC
41.6968, 1937, Mar Average, Nicaragua, NIC
39.109, 1937, Apr Average, Nicaragua, NIC
256.911, 1937, May Average, Nicaragua, NIC
355.22, 1937, Jun Average, Nicaragua, NIC
346.079, 1937, Jul Average, Nicaragua, NIC
239.113, 1937, Aug Average, Nicaragua, NIC
488.935, 1937, Sep Average, Nicaragua, NIC
472.096, 1937, Oct Average, Nicaragua, NIC
231.485, 1937, Nov Average, Nicaragua, NIC
349.124, 1937, Dec Average, Nicaragua, NIC
130.473, 1938, Jan Average, Nicaragua, NIC
13.1927, 1938, Feb Average, Nicaragua, NIC
60.0369, 1938, Mar Average, Nicaragua, NIC
38.8941, 1938, Apr Average, Nicaragua, NIC
282.756, 1938, May Average, Nicaragua, NIC
345.528, 1938, Jun Average, Nicaragua, NIC
291.552, 1938, Jul Average, Nicaragua, NIC
533.178, 1938, Aug Average, Nicaragua, NIC
380.174, 1938, Sep Average, Nicaragua, NIC
311.238, 1938, Oct Average, Nicaragua, NIC
206.399, 1938, Nov Average, Nicaragua, NIC
69.9649, 1938, Dec Average, Nicaragua, NIC
22.3186, 1939, Jan Average, Nicaragua, NIC
14.8966, 1939, Feb Average, Nicaragua, NIC
32.4856, 1939, Mar Average, Nicaragua, NIC
17.9919, 1939, Apr Average, Nicaragua, NIC
133.207, 1939, May Average, Nicaragua, NIC
352.031, 1939, Jun Average, Nicaragua, NIC
214.244, 1939, Jul Average, Nicaragua, NIC
145.192, 1939, Aug Average, Nicaragua, NIC
243.48, 1939, Sep Average, Nicaragua, NIC
283.236, 1939, Oct Average, Nicaragua, NIC
265.701, 1939, Nov Average, Nicaragua, NIC
265.546, 1939, Dec Average, Nicaragua, NIC
184.898, 1940, Jan Average, Nicaragua, NIC
23.9258, 1940, Feb Average, Nicaragua, NIC
54.4942, 1940, Mar Average, Nicaragua, NIC
23.3689, 1940, Apr Average, Nicaragua, NIC
173.699, 1940, May Average, Nicaragua, NIC
337.54, 1940, Jun Average, Nicaragua, NIC
197.112, 1940, Jul Average, Nicaragua, NIC
157.631, 1940, Aug Average, Nicaragua, NIC
336.463, 1940, Sep Average, Nicaragua, NIC
320.046, 1940, Oct Average, Nicaragua, NIC
127.779, 1940, Nov Average, Nicaragua, NIC
50.6807, 1940, Dec Average, Nicaragua, NIC
99.8174, 1941, Jan Average, Nicaragua, NIC
20.4207, 1941, Feb Average, Nicaragua, NIC
16.7317, 1941, Mar Average, Nicaragua, NIC
54.668, 1941, Apr Average, Nicaragua, NIC
231.821, 1941, May Average, Nicaragua, NIC
290.936, 1941, Jun Average, Nicaragua, NIC
513.255, 1941, Jul Average, Nicaragua, NIC
221.725, 1941, Aug Average, Nicaragua, NIC
319.749, 1941, Sep Average, Nicaragua, NIC
165.235, 1941, Oct Average, Nicaragua, NIC
245.859, 1941, Nov Average, Nicaragua, NIC
228.717, 1941, Dec Average, Nicaragua, NIC
48.0648, 1942, Jan Average, Nicaragua, NIC
74.4075, 1942, Feb Average, Nicaragua, NIC
122.826, 1942, Mar Average, Nicaragua, NIC
27.6097, 1942, Apr Average, Nicaragua, NIC
293.183, 1942, May Average, Nicaragua, NIC
337.875, 1942, Jun Average, Nicaragua, NIC
304.819, 1942, Jul Average, Nicaragua, NIC
280.64, 1942, Aug Average, Nicaragua, NIC
318.526, 1942, Sep Average, Nicaragua, NIC
340.945, 1942, Oct Average, Nicaragua, NIC
156.239, 1942, Nov Average, Nicaragua, NIC
390.802, 1942, Dec Average, Nicaragua, NIC
173.438, 1943, Jan Average, Nicaragua, NIC
42.1481, 1943, Feb Average, Nicaragua, NIC
72.5628, 1943, Mar Average, Nicaragua, NIC
76.1942, 1943, Apr Average, Nicaragua, NIC
261.449, 1943, May Average, Nicaragua, NIC
415.545, 1943, Jun Average, Nicaragua, NIC
285.613, 1943, Jul Average, Nicaragua, NIC
319.518, 1943, Aug Average, Nicaragua, NIC
291.037, 1943, Sep Average, Nicaragua, NIC
326.691, 1943, Oct Average, Nicaragua, NIC
296.529, 1943, Nov Average, Nicaragua, NIC
239.755, 1943, Dec Average, Nicaragua, NIC
235.732, 1944, Jan Average, Nicaragua, NIC
29.2784, 1944, Feb Average, Nicaragua, NIC
50.4109, 1944, Mar Average, Nicaragua, NIC
60.9038, 1944, Apr Average, Nicaragua, NIC
184.689, 1944, May Average, Nicaragua, NIC
478.239, 1944, Jun Average, Nicaragua, NIC
431.572, 1944, Jul Average, Nicaragua, NIC
424.33, 1944, Aug Average, Nicaragua, NIC
274.223, 1944, Sep Average, Nicaragua, NIC
266.051, 1944, Oct Average, Nicaragua, NIC
291.881, 1944, Nov Average, Nicaragua, NIC
157.077, 1944, Dec Average, Nicaragua, NIC
46.1934, 1945, Jan Average, Nicaragua, NIC
16.6961, 1945, Feb Average, Nicaragua, NIC
8.55765, 1945, Mar Average, Nicaragua, NIC
29.8828, 1945, Apr Average, Nicaragua, NIC
274.715, 1945, May Average, Nicaragua, NIC
310.09, 1945, Jun Average, Nicaragua, NIC
332.627, 1945, Jul Average, Nicaragua, NIC
368.008, 1945, Aug Average, Nicaragua, NIC
252.022, 1945, Sep Average, Nicaragua, NIC
218.914, 1945, Oct Average, Nicaragua, NIC
235.731, 1945, Nov Average, Nicaragua, NIC
124.053, 1945, Dec Average, Nicaragua, NIC
28.8313, 1946, Jan Average, Nicaragua, NIC
16.086, 1946, Feb Average, Nicaragua, NIC
4.51533, 1946, Mar Average, Nicaragua, NIC
16.5827, 1946, Apr Average, Nicaragua, NIC
93.6554, 1946, May Average, Nicaragua, NIC
189.691, 1946, Jun Average, Nicaragua, NIC
285.118, 1946, Jul Average, Nicaragua, NIC
237.237, 1946, Aug Average, Nicaragua, NIC
255.846, 1946, Sep Average, Nicaragua, NIC
256.196, 1946, Oct Average, Nicaragua, NIC
189.002, 1946, Nov Average, Nicaragua, NIC
287.322, 1946, Dec Average, Nicaragua, NIC
33.5687, 1947, Jan Average, Nicaragua, NIC
26.3962, 1947, Feb Average, Nicaragua, NIC
54.9485, 1947, Mar Average, Nicaragua, NIC
34.4713, 1947, Apr Average, Nicaragua, NIC
101.898, 1947, May Average, Nicaragua, NIC
409.142, 1947, Jun Average, Nicaragua, NIC
398.067, 1947, Jul Average, Nicaragua, NIC
222.865, 1947, Aug Average, Nicaragua, NIC
283.092, 1947, Sep Average, Nicaragua, NIC
320.837, 1947, Oct Average, Nicaragua, NIC
237.392, 1947, Nov Average, Nicaragua, NIC
269.155, 1947, Dec Average, Nicaragua, NIC
227.694, 1948, Jan Average, Nicaragua, NIC
80.4114, 1948, Feb Average, Nicaragua, NIC
33.4123, 1948, Mar Average, Nicaragua, NIC
15.8411, 1948, Apr Average, Nicaragua, NIC
256.771, 1948, May Average, Nicaragua, NIC
322.62, 1948, Jun Average, Nicaragua, NIC
481.583, 1948, Jul Average, Nicaragua, NIC
230.596, 1948, Aug Average, Nicaragua, NIC
279.827, 1948, Sep Average, Nicaragua, NIC
311.017, 1948, Oct Average, Nicaragua, NIC
259.524, 1948, Nov Average, Nicaragua, NIC
139.398, 1948, Dec Average, Nicaragua, NIC
46.1962, 1949, Jan Average, Nicaragua, NIC
16.8112, 1949, Feb Average, Nicaragua, NIC
9.20451, 1949, Mar Average, Nicaragua, NIC
22.5588, 1949, Apr Average, Nicaragua, NIC
174.42, 1949, May Average, Nicaragua, NIC
390.727, 1949, Jun Average, Nicaragua, NIC
389.234, 1949, Jul Average, Nicaragua, NIC
292.186, 1949, Aug Average, Nicaragua, NIC
316.089, 1949, Sep Average, Nicaragua, NIC
342.343, 1949, Oct Average, Nicaragua, NIC
256.157, 1949, Nov Average, Nicaragua, NIC
279.65, 1949, Dec Average, Nicaragua, NIC
70.6291, 1950, Jan Average, Nicaragua, NIC
53.0997, 1950, Feb Average, Nicaragua, NIC
32.9495, 1950, Mar Average, Nicaragua, NIC
22.8696, 1950, Apr Average, Nicaragua, NIC
168.414, 1950, May Average, Nicaragua, NIC
480.614, 1950, Jun Average, Nicaragua, NIC
332.009, 1950, Jul Average, Nicaragua, NIC
326.251, 1950, Aug Average, Nicaragua, NIC
314.261, 1950, Sep Average, Nicaragua, NIC
412.869, 1950, Oct Average, Nicaragua, NIC
235.069, 1950, Nov Average, Nicaragua, NIC
271.773, 1950, Dec Average, Nicaragua, NIC
86.6392, 1951, Jan Average, Nicaragua, NIC
60.3646, 1951, Feb Average, Nicaragua, NIC
35.6289, 1951, Mar Average, Nicaragua, NIC
24.4831, 1951, Apr Average, Nicaragua, NIC
154.309, 1951, May Average, Nicaragua, NIC
321.983, 1951, Jun Average, Nicaragua, NIC
378.942, 1951, Jul Average, Nicaragua, NIC
230.202, 1951, Aug Average, Nicaragua, NIC
324.22, 1951, Sep Average, Nicaragua, NIC
266.003, 1951, Oct Average, Nicaragua, NIC
163.684, 1951, Nov Average, Nicaragua, NIC
80.1889, 1951, Dec Average, Nicaragua, NIC
64.5757, 1952, Jan Average, Nicaragua, NIC
49.6275, 1952, Feb Average, Nicaragua, NIC
49.2075, 1952, Mar Average, Nicaragua, NIC
63.1801, 1952, Apr Average, Nicaragua, NIC
223.577, 1952, May Average, Nicaragua, NIC
451.8, 1952, Jun Average, Nicaragua, NIC
404.002, 1952, Jul Average, Nicaragua, NIC
238.106, 1952, Aug Average, Nicaragua, NIC
330.024, 1952, Sep Average, Nicaragua, NIC
299.978, 1952, Oct Average, Nicaragua, NIC
129.033, 1952, Nov Average, Nicaragua, NIC
147.376, 1952, Dec Average, Nicaragua, NIC
172.044, 1953, Jan Average, Nicaragua, NIC
24.1844, 1953, Feb Average, Nicaragua, NIC
13.6616, 1953, Mar Average, Nicaragua, NIC
68.7546, 1953, Apr Average, Nicaragua, NIC
381.963, 1953, May Average, Nicaragua, NIC
291.015, 1953, Jun Average, Nicaragua, NIC
320.456, 1953, Jul Average, Nicaragua, NIC
211.6, 1953, Aug Average, Nicaragua, NIC
269.898, 1953, Sep Average, Nicaragua, NIC
224.584, 1953, Oct Average, Nicaragua, NIC
145.467, 1953, Nov Average, Nicaragua, NIC
229.972, 1953, Dec Average, Nicaragua, NIC
94.7469, 1954, Jan Average, Nicaragua, NIC
67.5241, 1954, Feb Average, Nicaragua, NIC
35.2469, 1954, Mar Average, Nicaragua, NIC
77.5353, 1954, Apr Average, Nicaragua, NIC
311.461, 1954, May Average, Nicaragua, NIC
536.267, 1954, Jun Average, Nicaragua, NIC
337.412, 1954, Jul Average, Nicaragua, NIC
285.466, 1954, Aug Average, Nicaragua, NIC
399.129, 1954, Sep Average, Nicaragua, NIC
471.42, 1954, Oct Average, Nicaragua, NIC
140.636, 1954, Nov Average, Nicaragua, NIC
140.179, 1954, Dec Average, Nicaragua, NIC
72.3899, 1955, Jan Average, Nicaragua, NIC
59.7123, 1955, Feb Average, Nicaragua, NIC
17.3343, 1955, Mar Average, Nicaragua, NIC
17.9482, 1955, Apr Average, Nicaragua, NIC
102.071, 1955, May Average, Nicaragua, NIC
343.753, 1955, Jun Average, Nicaragua, NIC
637.231, 1955, Jul Average, Nicaragua, NIC
408.76, 1955, Aug Average, Nicaragua, NIC
331.302, 1955, Sep Average, Nicaragua, NIC
403.141, 1955, Oct Average, Nicaragua, NIC
154.86, 1955, Nov Average, Nicaragua, NIC
209.27, 1955, Dec Average, Nicaragua, NIC
129.973, 1956, Jan Average, Nicaragua, NIC
46.5751, 1956, Feb Average, Nicaragua, NIC
22.6654, 1956, Mar Average, Nicaragua, NIC
30.7289, 1956, Apr Average, Nicaragua, NIC
272.845, 1956, May Average, Nicaragua, NIC
346.36, 1956, Jun Average, Nicaragua, NIC
342.95, 1956, Jul Average, Nicaragua, NIC
220.328, 1956, Aug Average, Nicaragua, NIC
301.569, 1956, Sep Average, Nicaragua, NIC
315.061, 1956, Oct Average, Nicaragua, NIC
248.004, 1956, Nov Average, Nicaragua, NIC
183.096, 1956, Dec Average, Nicaragua, NIC
69.7651, 1957, Jan Average, Nicaragua, NIC
44.036, 1957, Feb Average, Nicaragua, NIC
83.7759, 1957, Mar Average, Nicaragua, NIC
26.7391, 1957, Apr Average, Nicaragua, NIC
293.701, 1957, May Average, Nicaragua, NIC
228.14, 1957, Jun Average, Nicaragua, NIC
373.053, 1957, Jul Average, Nicaragua, NIC
267.168, 1957, Aug Average, Nicaragua, NIC
282.366, 1957, Sep Average, Nicaragua, NIC
222.25, 1957, Oct Average, Nicaragua, NIC
82.7953, 1957, Nov Average, Nicaragua, NIC
156.187, 1957, Dec Average, Nicaragua, NIC
104.499, 1958, Jan Average, Nicaragua, NIC
106.56, 1958, Feb Average, Nicaragua, NIC
41.7011, 1958, Mar Average, Nicaragua, NIC
10.6873, 1958, Apr Average, Nicaragua, NIC
240.609, 1958, May Average, Nicaragua, NIC
390.146, 1958, Jun Average, Nicaragua, NIC
383.831, 1958, Jul Average, Nicaragua, NIC
212.886, 1958, Aug Average, Nicaragua, NIC
250.999, 1958, Sep Average, Nicaragua, NIC
296.029, 1958, Oct Average, Nicaragua, NIC
111.726, 1958, Nov Average, Nicaragua, NIC
104.181, 1958, Dec Average, Nicaragua, NIC
86.9431, 1959, Jan Average, Nicaragua, NIC
14.9748, 1959, Feb Average, Nicaragua, NIC
16.4138, 1959, Mar Average, Nicaragua, NIC
44.6823, 1959, Apr Average, Nicaragua, NIC
153.781, 1959, May Average, Nicaragua, NIC
319.113, 1959, Jun Average, Nicaragua, NIC
218.946, 1959, Jul Average, Nicaragua, NIC
230.85, 1959, Aug Average, Nicaragua, NIC
205.99, 1959, Sep Average, Nicaragua, NIC
332.594, 1959, Oct Average, Nicaragua, NIC
