Rainfall - (MM), Year, Statistics, Country, ISO3
6.6878, 1909, Jun Average, Afghanistan, AFG
14.8759, 1909, Jul Average, Afghanistan, AFG
1.54623, 1909, Aug Average, Afghanistan, AFG
3.40075, 1909, Sep Average, Afghanistan, AFG
5.32157, 1909, Oct Average, Afghanistan, AFG
3.92673, 1909, Nov Average, Afghanistan, AFG
40.6712, 1909, Dec Average, Afghanistan, AFG
84.1007, 1910, Jan Average, Afghanistan, AFG
33.0929, 1910, Feb Average, Afghanistan, AFG
59.604, 1910, Mar Average, Afghanistan, AFG
33.4674, 1910, Apr Average, Afghanistan, AFG
17.443, 1910, May Average, Afghanistan, AFG
4.64161, 1910, Jun Average, Afghanistan, AFG
15.9478, 1910, Jul Average, Afghanistan, AFG
19.3898, 1910, Aug Average, Afghanistan, AFG
0.98545, 1910, Sep Average, Afghanistan, AFG
1.54956, 1910, Oct Average, Afghanistan, AFG
1.60143, 1910, Nov Average, Afghanistan, AFG
20.7147, 1910, Dec Average, Afghanistan, AFG
81.7582, 1911, Jan Average, Afghanistan, AFG
33.2795, 1911, Feb Average, Afghanistan, AFG
93.9092, 1911, Mar Average, Afghanistan, AFG
30.6049, 1911, Apr Average, Afghanistan, AFG
29.269, 1911, May Average, Afghanistan, AFG
1.66792, 1911, Jun Average, Afghanistan, AFG
0.85061, 1911, Jul Average, Afghanistan, AFG
0.52687, 1911, Aug Average, Afghanistan, AFG
1.27605, 1911, Sep Average, Afghanistan, AFG
5.76539, 1911, Oct Average, Afghanistan, AFG
13.1378, 1911, Nov Average, Afghanistan, AFG
19.3229, 1911, Dec Average, Afghanistan, AFG
66.017, 1912, Jan Average, Afghanistan, AFG
33.4554, 1912, Feb Average, Afghanistan, AFG
48.7584, 1912, Mar Average, Afghanistan, AFG
53.7615, 1912, Apr Average, Afghanistan, AFG
22.857, 1912, May Average, Afghanistan, AFG
6.87415, 1912, Jun Average, Afghanistan, AFG
4.774, 1912, Jul Average, Afghanistan, AFG
5.99133, 1912, Aug Average, Afghanistan, AFG
9.66359, 1912, Sep Average, Afghanistan, AFG
4.73237, 1912, Oct Average, Afghanistan, AFG
6.10278, 1912, Nov Average, Afghanistan, AFG
38.3154, 1912, Dec Average, Afghanistan, AFG
33.331, 1913, Jan Average, Afghanistan, AFG
49.2776, 1913, Feb Average, Afghanistan, AFG
29.8131, 1913, Mar Average, Afghanistan, AFG
35.2728, 1913, Apr Average, Afghanistan, AFG
15.9955, 1913, May Average, Afghanistan, AFG
5.64514, 1913, Jun Average, Afghanistan, AFG
2.79316, 1913, Jul Average, Afghanistan, AFG
5.7752, 1913, Aug Average, Afghanistan, AFG
4.07352, 1913, Sep Average, Afghanistan, AFG
18.5193, 1913, Oct Average, Afghanistan, AFG
18.4011, 1913, Nov Average, Afghanistan, AFG
52.3384, 1913, Dec Average, Afghanistan, AFG
36.0808, 1914, Jan Average, Afghanistan, AFG
64.9747, 1914, Feb Average, Afghanistan, AFG
57.3971, 1914, Mar Average, Afghanistan, AFG
70.8684, 1914, Apr Average, Afghanistan, AFG
12.2636, 1914, May Average, Afghanistan, AFG
12.6816, 1914, Jun Average, Afghanistan, AFG
20.7016, 1914, Jul Average, Afghanistan, AFG
3.5196, 1914, Aug Average, Afghanistan, AFG
7.92802, 1914, Sep Average, Afghanistan, AFG
32.8543, 1914, Oct Average, Afghanistan, AFG
47.0632, 1914, Nov Average, Afghanistan, AFG
16.8143, 1914, Dec Average, Afghanistan, AFG
2.35124, 1915, Jan Average, Afghanistan, AFG
48.8026, 1915, Feb Average, Afghanistan, AFG
49.0669, 1915, Mar Average, Afghanistan, AFG
122.319, 1915, Apr Average, Afghanistan, AFG
5.62109, 1915, May Average, Afghanistan, AFG
4.82275, 1915, Jun Average, Afghanistan, AFG
7.50787, 1915, Jul Average, Afghanistan, AFG
0.6063, 1915, Aug Average, Afghanistan, AFG
3.33097, 1915, Sep Average, Afghanistan, AFG
3.878, 1915, Oct Average, Afghanistan, AFG
1.90754, 1915, Nov Average, Afghanistan, AFG
14.1418, 1915, Dec Average, Afghanistan, AFG
60.8339, 1916, Jan Average, Afghanistan, AFG
29.4013, 1916, Feb Average, Afghanistan, AFG
63.7392, 1916, Mar Average, Afghanistan, AFG
79.5083, 1916, Apr Average, Afghanistan, AFG
24.6421, 1916, May Average, Afghanistan, AFG
5.16555, 1916, Jun Average, Afghanistan, AFG
3.00767, 1916, Jul Average, Afghanistan, AFG
30.4777, 1916, Aug Average, Afghanistan, AFG
3.70389, 1916, Sep Average, Afghanistan, AFG
1.65727, 1916, Oct Average, Afghanistan, AFG
0.53176, 1916, Nov Average, Afghanistan, AFG
3.84999, 1916, Dec Average, Afghanistan, AFG
28.4949, 1917, Jan Average, Afghanistan, AFG
19.6124, 1917, Feb Average, Afghanistan, AFG
49.1161, 1917, Mar Average, Afghanistan, AFG
4.05525, 1917, Apr Average, Afghanistan, AFG
9.60672, 1917, May Average, Afghanistan, AFG
2.89983, 1917, Jun Average, Afghanistan, AFG
1.36646, 1917, Jul Average, Afghanistan, AFG
15.1365, 1917, Aug Average, Afghanistan, AFG
12.629, 1917, Sep Average, Afghanistan, AFG
4.46263, 1917, Oct Average, Afghanistan, AFG
0.90427, 1917, Nov Average, Afghanistan, AFG
16.8932, 1917, Dec Average, Afghanistan, AFG
23.3096, 1918, Jan Average, Afghanistan, AFG
39.1442, 1918, Feb Average, Afghanistan, AFG
94.1561, 1918, Mar Average, Afghanistan, AFG
42.2803, 1918, Apr Average, Afghanistan, AFG
7.55001, 1918, May Average, Afghanistan, AFG
7.08868, 1918, Jun Average, Afghanistan, AFG
1.83434, 1918, Jul Average, Afghanistan, AFG
1.97433, 1918, Aug Average, Afghanistan, AFG
3.97755, 1918, Sep Average, Afghanistan, AFG
4.25768, 1918, Oct Average, Afghanistan, AFG
11.5448, 1918, Nov Average, Afghanistan, AFG
44.172, 1918, Dec Average, Afghanistan, AFG
48.8961, 1919, Jan Average, Afghanistan, AFG
42.0995, 1919, Feb Average, Afghanistan, AFG
49.3627, 1919, Mar Average, Afghanistan, AFG
36.5233, 1919, Apr Average, Afghanistan, AFG
18.204, 1919, May Average, Afghanistan, AFG
1.65191, 1919, Jun Average, Afghanistan, AFG
5.18731, 1919, Jul Average, Afghanistan, AFG
17.3509, 1919, Aug Average, Afghanistan, AFG
2.49563, 1919, Sep Average, Afghanistan, AFG
1.8505, 1919, Oct Average, Afghanistan, AFG
3.57049, 1919, Nov Average, Afghanistan, AFG
75.2222, 1919, Dec Average, Afghanistan, AFG
66.7623, 1920, Jan Average, Afghanistan, AFG
50.6026, 1920, Feb Average, Afghanistan, AFG
65.4392, 1920, Mar Average, Afghanistan, AFG
35.9958, 1920, Apr Average, Afghanistan, AFG
20.5726, 1920, May Average, Afghanistan, AFG
5.23054, 1920, Jun Average, Afghanistan, AFG
1.92316, 1920, Jul Average, Afghanistan, AFG
1.04309, 1920, Aug Average, Afghanistan, AFG
3.41758, 1920, Sep Average, Afghanistan, AFG
5.193, 1920, Oct Average, Afghanistan, AFG
14.5488, 1920, Nov Average, Afghanistan, AFG
13.2254, 1920, Dec Average, Afghanistan, AFG
21.5299, 1921, Jan Average, Afghanistan, AFG
22.8465, 1921, Feb Average, Afghanistan, AFG
45.5412, 1921, Mar Average, Afghanistan, AFG
37.7969, 1921, Apr Average, Afghanistan, AFG
9.29067, 1921, May Average, Afghanistan, AFG
5.08164, 1921, Jun Average, Afghanistan, AFG
5.55215, 1921, Jul Average, Afghanistan, AFG
12.3174, 1921, Aug Average, Afghanistan, AFG
0.54273, 1921, Sep Average, Afghanistan, AFG
7.64369, 1921, Oct Average, Afghanistan, AFG
14.6059, 1921, Nov Average, Afghanistan, AFG
67.8731, 1921, Dec Average, Afghanistan, AFG
38.8563, 1922, Jan Average, Afghanistan, AFG
78.2993, 1922, Feb Average, Afghanistan, AFG
53.9466, 1922, Mar Average, Afghanistan, AFG
17.7391, 1922, Apr Average, Afghanistan, AFG
32.4333, 1922, May Average, Afghanistan, AFG
6.66615, 1922, Jun Average, Afghanistan, AFG
5.86797, 1922, Jul Average, Afghanistan, AFG
7.20743, 1922, Aug Average, Afghanistan, AFG
8.00064, 1922, Sep Average, Afghanistan, AFG
7.22036, 1922, Oct Average, Afghanistan, AFG
6.30062, 1922, Nov Average, Afghanistan, AFG
24.9874, 1922, Dec Average, Afghanistan, AFG
57.6665, 1923, Jan Average, Afghanistan, AFG
69.3017, 1923, Feb Average, Afghanistan, AFG
65.558, 1923, Mar Average, Afghanistan, AFG
57.279, 1923, Apr Average, Afghanistan, AFG
25.7053, 1923, May Average, Afghanistan, AFG
2.91109, 1923, Jun Average, Afghanistan, AFG
1.80774, 1923, Jul Average, Afghanistan, AFG
15.2484, 1923, Aug Average, Afghanistan, AFG
3.43594, 1923, Sep Average, Afghanistan, AFG
23.5604, 1923, Oct Average, Afghanistan, AFG
3.29739, 1923, Nov Average, Afghanistan, AFG
8.9824, 1923, Dec Average, Afghanistan, AFG
47.5914, 1924, Jan Average, Afghanistan, AFG
87.0205, 1924, Feb Average, Afghanistan, AFG
42.8792, 1924, Mar Average, Afghanistan, AFG
89.1158, 1924, Apr Average, Afghanistan, AFG
49.5405, 1924, May Average, Afghanistan, AFG
2.30413, 1924, Jun Average, Afghanistan, AFG
6.69258, 1924, Jul Average, Afghanistan, AFG
1.87248, 1924, Aug Average, Afghanistan, AFG
12.6671, 1924, Sep Average, Afghanistan, AFG
3.2392, 1924, Oct Average, Afghanistan, AFG
10.2338, 1924, Nov Average, Afghanistan, AFG
71.1498, 1924, Dec Average, Afghanistan, AFG
28.7752, 1925, Jan Average, Afghanistan, AFG
28.7694, 1925, Feb Average, Afghanistan, AFG
23.85, 1925, Mar Average, Afghanistan, AFG
22.9276, 1925, Apr Average, Afghanistan, AFG
30.0979, 1925, May Average, Afghanistan, AFG
0.46297, 1925, Jun Average, Afghanistan, AFG
11.746, 1925, Jul Average, Afghanistan, AFG
4.88045, 1925, Aug Average, Afghanistan, AFG
7.22729, 1925, Sep Average, Afghanistan, AFG
29.7706, 1925, Oct Average, Afghanistan, AFG
17.1549, 1925, Nov Average, Afghanistan, AFG
1.49003, 1925, Dec Average, Afghanistan, AFG
40.4897, 1926, Jan Average, Afghanistan, AFG
48.8849, 1926, Feb Average, Afghanistan, AFG
83.5702, 1926, Mar Average, Afghanistan, AFG
63.6852, 1926, Apr Average, Afghanistan, AFG
15.5987, 1926, May Average, Afghanistan, AFG
7.07444, 1926, Jun Average, Afghanistan, AFG
2.52629, 1926, Jul Average, Afghanistan, AFG
8.29221, 1926, Aug Average, Afghanistan, AFG
8.73332, 1926, Sep Average, Afghanistan, AFG
0.83535, 1926, Oct Average, Afghanistan, AFG
7.55979, 1926, Nov Average, Afghanistan, AFG
31.0424, 1926, Dec Average, Afghanistan, AFG
25.4298, 1927, Jan Average, Afghanistan, AFG
34.5865, 1927, Feb Average, Afghanistan, AFG
33.6382, 1927, Mar Average, Afghanistan, AFG
32.1606, 1927, Apr Average, Afghanistan, AFG
10.9333, 1927, May Average, Afghanistan, AFG
1.36323, 1927, Jun Average, Afghanistan, AFG
6.16305, 1927, Jul Average, Afghanistan, AFG
2.06645, 1927, Aug Average, Afghanistan, AFG
4.048, 1927, Sep Average, Afghanistan, AFG
0.64995, 1927, Oct Average, Afghanistan, AFG
8.16019, 1927, Nov Average, Afghanistan, AFG
62.8017, 1927, Dec Average, Afghanistan, AFG
41.0423, 1928, Jan Average, Afghanistan, AFG
55.5036, 1928, Feb Average, Afghanistan, AFG
45.5559, 1928, Mar Average, Afghanistan, AFG
24.2839, 1928, Apr Average, Afghanistan, AFG
10.1035, 1928, May Average, Afghanistan, AFG
3.14576, 1928, Jun Average, Afghanistan, AFG
2.50666, 1928, Jul Average, Afghanistan, AFG
3.14453, 1928, Aug Average, Afghanistan, AFG
2.53167, 1928, Sep Average, Afghanistan, AFG
0.71355, 1928, Oct Average, Afghanistan, AFG
16.4335, 1928, Nov Average, Afghanistan, AFG
45.1833, 1928, Dec Average, Afghanistan, AFG
42.5451, 1929, Jan Average, Afghanistan, AFG
79.7581, 1929, Feb Average, Afghanistan, AFG
28.9658, 1929, Mar Average, Afghanistan, AFG
20.2878, 1929, Apr Average, Afghanistan, AFG
8.85808, 1929, May Average, Afghanistan, AFG
3.23088, 1929, Jun Average, Afghanistan, AFG
28.5373, 1929, Jul Average, Afghanistan, AFG
10.759, 1929, Aug Average, Afghanistan, AFG
0.44239, 1929, Sep Average, Afghanistan, AFG
3.86201, 1929, Oct Average, Afghanistan, AFG
8.90689, 1929, Nov Average, Afghanistan, AFG
32.916, 1929, Dec Average, Afghanistan, AFG
50.1692, 1930, Jan Average, Afghanistan, AFG
47.6169, 1930, Feb Average, Afghanistan, AFG
38.3516, 1930, Mar Average, Afghanistan, AFG
75.6383, 1930, Apr Average, Afghanistan, AFG
19.3887, 1930, May Average, Afghanistan, AFG
4.30412, 1930, Jun Average, Afghanistan, AFG
15.908, 1930, Jul Average, Afghanistan, AFG
1.58, 1930, Aug Average, Afghanistan, AFG
7.43434, 1930, Sep Average, Afghanistan, AFG
6.78928, 1930, Oct Average, Afghanistan, AFG
4.43977, 1930, Nov Average, Afghanistan, AFG
21.2264, 1930, Dec Average, Afghanistan, AFG
97.6007, 1901, Jan Average, Albania, ALB
136.941, 1901, Feb Average, Albania, ALB
113.636, 1901, Mar Average, Albania, ALB
29.9409, 1901, Apr Average, Albania, ALB
101.971, 1901, May Average, Albania, ALB
143.239, 1901, Jun Average, Albania, ALB
32.7637, 1901, Jul Average, Albania, ALB
44.4383, 1901, Aug Average, Albania, ALB
72.4248, 1901, Sep Average, Albania, ALB
160.129, 1901, Oct Average, Albania, ALB
140.36, 1901, Nov Average, Albania, ALB
170.693, 1901, Dec Average, Albania, ALB
78.388, 1902, Jan Average, Albania, ALB
199.122, 1902, Feb Average, Albania, ALB
125.268, 1902, Mar Average, Albania, ALB
71.26, 1902, Apr Average, Albania, ALB
121.504, 1902, May Average, Albania, ALB
37.2621, 1902, Jun Average, Albania, ALB
12.6201, 1902, Jul Average, Albania, ALB
22.9976, 1902, Aug Average, Albania, ALB
110.993, 1902, Sep Average, Albania, ALB
134.173, 1902, Oct Average, Albania, ALB
97.8366, 1902, Nov Average, Albania, ALB
113.11, 1902, Dec Average, Albania, ALB
47.8805, 1903, Jan Average, Albania, ALB
43.3386, 1903, Feb Average, Albania, ALB
88.7146, 1903, Mar Average, Albania, ALB
160.662, 1903, Apr Average, Albania, ALB
70.5468, 1903, May Average, Albania, ALB
69.6605, 1903, Jun Average, Albania, ALB
30.1105, 1903, Jul Average, Albania, ALB
17.637, 1903, Aug Average, Albania, ALB
18.1398, 1903, Sep Average, Albania, ALB
92.9206, 1903, Oct Average, Albania, ALB
115.11, 1903, Nov Average, Albania, ALB
184.649, 1903, Dec Average, Albania, ALB
96.5815, 1904, Jan Average, Albania, ALB
117.954, 1904, Feb Average, Albania, ALB
81.1257, 1904, Mar Average, Albania, ALB
66.5059, 1904, Apr Average, Albania, ALB
69.4857, 1904, May Average, Albania, ALB
92.0214, 1904, Jun Average, Albania, ALB
18.0792, 1904, Jul Average, Albania, ALB
17.8529, 1904, Aug Average, Albania, ALB
78.966, 1904, Sep Average, Albania, ALB
185.655, 1904, Oct Average, Albania, ALB
66.6189, 1904, Nov Average, Albania, ALB
93.3548, 1904, Dec Average, Albania, ALB
99.4014, 1905, Jan Average, Albania, ALB
77.2283, 1905, Feb Average, Albania, ALB
87.6895, 1905, Mar Average, Albania, ALB
59.3152, 1905, Apr Average, Albania, ALB
66.4143, 1905, May Average, Albania, ALB
60.0929, 1905, Jun Average, Albania, ALB
23.0975, 1905, Jul Average, Albania, ALB
69.183, 1905, Aug Average, Albania, ALB
54.7379, 1905, Sep Average, Albania, ALB
207.94, 1905, Oct Average, Albania, ALB
109.074, 1905, Nov Average, Albania, ALB
39.2179, 1905, Dec Average, Albania, ALB
121.081, 1906, Jan Average, Albania, ALB
117.411, 1906, Feb Average, Albania, ALB
72.497, 1906, Mar Average, Albania, ALB
32.7336, 1906, Apr Average, Albania, ALB
105.876, 1906, May Average, Albania, ALB
173.229, 1906, Jun Average, Albania, ALB
21.8056, 1906, Jul Average, Albania, ALB
26.4375, 1906, Aug Average, Albania, ALB
63.2431, 1906, Sep Average, Albania, ALB
108.452, 1906, Oct Average, Albania, ALB
77.6476, 1906, Nov Average, Albania, ALB
210.178, 1906, Dec Average, Albania, ALB
149.234, 1907, Jan Average, Albania, ALB
134.167, 1907, Feb Average, Albania, ALB
50.099, 1907, Mar Average, Albania, ALB
127.893, 1907, Apr Average, Albania, ALB
45.872, 1907, May Average, Albania, ALB
70.5145, 1907, Jun Average, Albania, ALB
15.2791, 1907, Jul Average, Albania, ALB
22.8855, 1907, Aug Average, Albania, ALB
20.0173, 1907, Sep Average, Albania, ALB
115.169, 1907, Oct Average, Albania, ALB
98.9542, 1907, Nov Average, Albania, ALB
138.74, 1907, Dec Average, Albania, ALB
79.5191, 1908, Jan Average, Albania, ALB
97.36, 1908, Feb Average, Albania, ALB
67.9099, 1908, Mar Average, Albania, ALB
110.698, 1908, Apr Average, Albania, ALB
27.4808, 1908, May Average, Albania, ALB
15.6639, 1908, Jun Average, Albania, ALB
32.1767, 1908, Jul Average, Albania, ALB
14.6521, 1908, Aug Average, Albania, ALB
31.1557, 1908, Sep Average, Albania, ALB
70.1557, 1908, Oct Average, Albania, ALB
112.471, 1908, Nov Average, Albania, ALB
163.582, 1908, Dec Average, Albania, ALB
106.527, 1909, Jan Average, Albania, ALB
88.3272, 1909, Feb Average, Albania, ALB
104.755, 1909, Mar Average, Albania, ALB
34.1852, 1909, Apr Average, Albania, ALB
152.983, 1909, May Average, Albania, ALB
30.8771, 1909, Jun Average, Albania, ALB
70.5033, 1909, Jul Average, Albania, ALB
65.5608, 1909, Aug Average, Albania, ALB
118.737, 1909, Sep Average, Albania, ALB
68.8984, 1909, Oct Average, Albania, ALB
211.246, 1909, Nov Average, Albania, ALB
135.183, 1909, Dec Average, Albania, ALB
102.75, 1910, Jan Average, Albania, ALB
100.517, 1910, Feb Average, Albania, ALB
75.5099, 1910, Mar Average, Albania, ALB
123.412, 1910, Apr Average, Albania, ALB
90.2006, 1910, May Average, Albania, ALB
46.4897, 1910, Jun Average, Albania, ALB
46.8835, 1910, Jul Average, Albania, ALB
21.3641, 1910, Aug Average, Albania, ALB
120.69, 1910, Sep Average, Albania, ALB
80.6001, 1910, Oct Average, Albania, ALB
136.975, 1910, Nov Average, Albania, ALB
137.954, 1910, Dec Average, Albania, ALB
72.7979, 1911, Jan Average, Albania, ALB
48.3977, 1911, Feb Average, Albania, ALB
55.9114, 1911, Mar Average, Albania, ALB
99.223, 1911, Apr Average, Albania, ALB
122.795, 1911, May Average, Albania, ALB
41.0189, 1911, Jun Average, Albania, ALB
42.8471, 1911, Jul Average, Albania, ALB
51.9137, 1911, Aug Average, Albania, ALB
105.787, 1911, Sep Average, Albania, ALB
79.0498, 1911, Oct Average, Albania, ALB
67.8214, 1911, Nov Average, Albania, ALB
103.768, 1911, Dec Average, Albania, ALB
100.273, 1912, Jan Average, Albania, ALB
46.4009, 1912, Feb Average, Albania, ALB
76.2711, 1912, Mar Average, Albania, ALB
106.216, 1912, Apr Average, Albania, ALB
77.6648, 1912, May Average, Albania, ALB
43.1082, 1912, Jun Average, Albania, ALB
45.7557, 1912, Jul Average, Albania, ALB
26.2011, 1912, Aug Average, Albania, ALB
115.961, 1912, Sep Average, Albania, ALB
77.265, 1912, Oct Average, Albania, ALB
180.598, 1912, Nov Average, Albania, ALB
79.3346, 1912, Dec Average, Albania, ALB
134.637, 1913, Jan Average, Albania, ALB
53.2659, 1913, Feb Average, Albania, ALB
36.1487, 1913, Mar Average, Albania, ALB
66.0153, 1913, Apr Average, Albania, ALB
109.736, 1913, May Average, Albania, ALB
88.1368, 1913, Jun Average, Albania, ALB
93.1112, 1913, Jul Average, Albania, ALB
80.7415, 1913, Aug Average, Albania, ALB
62.1773, 1913, Sep Average, Albania, ALB
34.4656, 1913, Oct Average, Albania, ALB
61.9796, 1913, Nov Average, Albania, ALB
126.425, 1913, Dec Average, Albania, ALB
132.738, 1914, Jan Average, Albania, ALB
40.4574, 1914, Feb Average, Albania, ALB
112.537, 1914, Mar Average, Albania, ALB
34.5511, 1914, Apr Average, Albania, ALB
89.2022, 1914, May Average, Albania, ALB
79.3352, 1914, Jun Average, Albania, ALB
54.4085, 1914, Jul Average, Albania, ALB
65.2877, 1914, Aug Average, Albania, ALB
52.5512, 1914, Sep Average, Albania, ALB
97.5156, 1914, Oct Average, Albania, ALB
166.745, 1914, Nov Average, Albania, ALB
161.195, 1914, Dec Average, Albania, ALB
229.065, 1915, Jan Average, Albania, ALB
128.947, 1915, Feb Average, Albania, ALB
102.561, 1915, Mar Average, Albania, ALB
69.3097, 1915, Apr Average, Albania, ALB
90.3392, 1915, May Average, Albania, ALB
174.721, 1915, Jun Average, Albania, ALB
126.3, 1915, Jul Average, Albania, ALB
55.7536, 1915, Aug Average, Albania, ALB
97.5591, 1915, Sep Average, Albania, ALB
225.516, 1915, Oct Average, Albania, ALB
116.244, 1915, Nov Average, Albania, ALB
111.651, 1915, Dec Average, Albania, ALB
33.9619, 1916, Jan Average, Albania, ALB
84.8951, 1916, Feb Average, Albania, ALB
117.6, 1916, Mar Average, Albania, ALB
70.6147, 1916, Apr Average, Albania, ALB
63.396, 1916, May Average, Albania, ALB
22.4753, 1916, Jun Average, Albania, ALB
35.5044, 1916, Jul Average, Albania, ALB
78.5193, 1916, Aug Average, Albania, ALB
113.173, 1916, Sep Average, Albania, ALB
131.705, 1916, Oct Average, Albania, ALB
135.789, 1916, Nov Average, Albania, ALB
192.839, 1916, Dec Average, Albania, ALB
170.52, 1917, Jan Average, Albania, ALB
47.6363, 1917, Feb Average, Albania, ALB
91.2621, 1917, Mar Average, Albania, ALB
54.013, 1917, Apr Average, Albania, ALB
57.3689, 1917, May Average, Albania, ALB
13.6481, 1917, Jun Average, Albania, ALB
18.2333, 1917, Jul Average, Albania, ALB
16.3054, 1917, Aug Average, Albania, ALB
19.0916, 1917, Sep Average, Albania, ALB
108.617, 1917, Oct Average, Albania, ALB
159.838, 1917, Nov Average, Albania, ALB
143.515, 1917, Dec Average, Albania, ALB
67.7713, 1918, Jan Average, Albania, ALB
42.3412, 1918, Feb Average, Albania, ALB
65.8093, 1918, Mar Average, Albania, ALB
84.2205, 1918, Apr Average, Albania, ALB
